STR-CODE,id,SUBURB,BOX-CODE,AREA
1559,19079,WELGEDACHT EXT 1,1572,SPRINGS
1559,19080,WELGEDACHT UIT 1,1572,SPRINGS
1559,19081,WELGEDAG,1572,SPRINGS
1559,19082,WELGEDAG EXT 1,1572,SPRINGS
1559,19083,WELGEDAG UIT 1,1572,SPRINGS
1559,20017,WRIGHT PARK,,SPRINGS
1559,2444,CASSELDALE,,SPRINGS
1559,3114,DAGGAFONTEIN,,SPRINGS
1559,3115,DAGGAFONTEIN EXT 1,,SPRINGS
1559,3116,DAGGAFONTEIN UIT 1,,SPRINGS
1559,3117,DAGGAFONTEIN EXT 2,,SPRINGS
1559,3118,DAGGAFONTEIN UIT 2,,SPRINGS
1559,3129,DAL FOUCHE,,SPRINGS
1559,3450,DERSLEY,1569,SPRINGS
1559,3451,DERSLEY EXT 1,,SPRINGS
1559,3452,DERSLEY UIT 1,,SPRINGS
1559,3453,DERSLEY PARK,1569,SPRINGS
1559,4044,EAST GEDULD,1568,SPRINGS
1559,4045,OOS-GEDULD,1568,SPRINGS
1559,4046,EAST GEDULD EXT,,SPRINGS
1559,4047,OOS-GEDULD UIT,,SPRINGS
1559,4112,EASTVALE,1558,SPRINGS
1559,4142,EDELWEISS,1577,SPRINGS
1559,4143,EDELWEISS EXT,,SPRINGS
1559,4144,EDELWEISS UIT,,SPRINGS
1559,4145,EDELWEISS EXT 1,,SPRINGS
1559,4146,EDELWEISS UIT 1,,SPRINGS
1559,4147,EDELWEISS EXT 3,,SPRINGS
1559,4148,EDELWEISS UIT 3,,SPRINGS
1559,4149,EDELWEISS EXT 6,,SPRINGS
1559,4150,EDELWEISS UIT 6,,SPRINGS
1559,4743,ENDICOTT,1574,SPRINGS
1559,5698,GEDULD,1562,SPRINGS
1559,5699,GEDULD EXT,,SPRINGS
1559,5700,GEDULD UIT,,SPRINGS
1559,5701,GEDULD EXT 1,,SPRINGS
1559,5702,GEDULD UIT 1,,SPRINGS
1559,5703,GEDULD EXT 2,,SPRINGS
1559,5704,GEDULD UIT 2,,SPRINGS
1559,5705,GEDULD EXT 3,,SPRINGS
1559,5706,GEDULD UIT 3,,SPRINGS
1559,625,BAKERTON,1578,SPRINGS
1559,626,BAKERTON EXT 1,,SPRINGS
1559,627,BAKERTON UIT 1,,SPRINGS
1559,628,BAKERTON EXT 2,,SPRINGS
1559,629,BAKERTON UIT 2,,SPRINGS
1559,630,BAKERTON EXT 4,,SPRINGS
1559,631,BAKERTON UIT 4,,SPRINGS
1559,632,BAKERTON EXT 41,,SPRINGS
1559,633,BAKERTON UIT 41,,SPRINGS
1559,6345,GROOTVLEI,,SPRINGS
1559,8490,KRUGERSRUS,,SPRINGS
1559,9449,LODEYKO,,SPRINGS
1565,13649,PAYNEVILLE,1565,SPRINGS
1575,19489,WHITE CITY,,SPRINGS
1575,7286,INTERLAND,,KWATHEMA
1575,7287,INTERLAND EXT 1,,KWATHEMA
1575,7288,INTERLAND UIT 1,,KWATHEMA
1575,8752,KWATHEMA,1563,SPRINGS
1575,8755,KWATHEMA EXT 1,,KWATHEMA
1575,8756,KWATHEMA UIT 1,,KWATHEMA
1575,8757,KWATHEMA EXT 2,,KWATHEMA
1575,8758,KWATHEMA UIT 2,,KWATHEMA
1575,8759,KWATHEMA EXT 3,,KWATHEMA
1575,8760,KWATHEMA UIT 3,,KWATHEMA
1575,8761,KWATHEMA EXT 4,,KWATHEMA
1575,8762,KWATHEMA UIT 4,,KWATHEMA
1575,8763,KWATHEMA EXT 6,,KWATHEMA
1575,8764,KWATHEMA UIT 6,,KWATHEMA
1575,8765,KWATHEMA EXT 7,,SPRINGS
1575,8766,KWATHEMA UIT 7,,SPRINGS
1575,8767,KWATHEMA EXT 8,,KWATHEMA
1575,8768,KWATHEMA UIT 8,,KWATHEMA
1575,9000,LANGAVILLE EXT 2,1551,TSAKANE
1575,9001,LANGAVILLE UIT 2,1551,TSAKANE
1575,9010,LANGAVILLE EXT 7,,TSAKANE
1575,9011,LANGAVILLE UIT 7,,TSAKANE
1575,9012,LANGAVILLE EXT 7A,,TSAKANE
1575,9013,LANGAVILLE UIT 7A,,TSAKANE
1601,4343,ELANDSFONTEIN,1406,GERMISTON
1601,7327,ISANDO,1600,ISANDO
1601,8339,KLOPPERPARK,1600,ISANDO
1601,8491,KRUINHOF,1601,ISANDO
1609,10383,MARAIS STEYN PARK,,EDENVALE
1609,10782,MEADOWBROOK,,EDENVALE
1609,11285,MODDERFONTEIN,1645,EDENVALE
1609,17572,TERENURE EXT 74,,KEMPTON PARK
1609,17573,TERENURE UIT 74,,KEMPTON PARK
1609,17844,THORNHILL,,MODDERFONTEIN
1609,19615,WILBERT,,EDENVALE
1609,2267,BUSHWILLOW PARK,,EDENVALE
1609,2268,BUSHWILLOWPARK,,EDENVALE
1609,2288,BUURENDAL,,EDENVALE
1609,2289,BUURENDAL EXT 1,,EDENVALE
1609,2290,BUURENDAL UIT 1,,EDENVALE
1609,2695,CLARENSPARK,,EDENVALE
1609,3316,DE KLERKSHOF,,EDENVALE
1609,3357,DEKLERKSHOF,,EDENVALE
1609,3855,DOWERGLEN,1612,EDENVALE
1609,3856,DOWERGLEN EXT 1,,EDENVALE
1609,3857,DOWERGLEN UIT 1,,EDENVALE
1609,3858,DOWERGLEN EXT 2,,EDENVALE
1609,3859,DOWERGLEN UIT 2,,EDENVALE
1609,3860,DOWERGLEN EXT 3,,EDENVALE
1609,3861,DOWERGLEN UIT 3,,EDENVALE
1609,3862,DOWERGLEN EXT 4,,EDENVALE
1609,3863,DOWERGLEN UIT 4,,EDENVALE
1609,3864,DOWERGLEN EXT 5,,EDENVALE
1609,3865,DOWERGLEN UIT 5,,EDENVALE
1609,3866,DOWERGLEN EXT 7,1612,EDENVALE
1609,3867,DOWERGLEN UIT 7,1612,EDENVALE
1609,3868,DOWERGLEN EXT 8,,EDENVALE
1609,3869,DOWERGLEN UIT 8,,EDENVALE
1609,3870,DOWERGLEN EXT 9,,EDENVALE
1609,3871,DOWERGLEN UIT 9,,EDENVALE
1609,3985,DUNVEGAN,,EDENVALE
1609,3986,DUNVEGAN EXT 2,1610,EDENVALE
1609,3987,DUNVEGAN UIT 2,1610,EDENVALE
1609,4108,EASTLEIGH,,EDENVALE
1609,4109,EASTLEIGH RIDGE,,EDENVALE
1609,4110,EASTLEIGHRIF,,EDENVALE
1609,4152,EDEN GLEN,1613,EDENVALE
1609,4153,EDEN GLEN EXT 1,,EDENVALE
1609,4154,EDEN GLEN UIT 1,,EDENVALE
1609,4155,EDEN GLEN EXT 11,,EDENVALE
1609,4156,EDEN GLEN UIT 11,,EDENVALE
1609,4157,EDEN GLEN EXT 12,,EDENVALE
1609,4158,EDEN GLEN UIT 12,,EDENVALE
1609,4159,EDEN GLEN EXT 13,,EDENVALE
1609,4160,EDEN GLEN UIT 13,,EDENVALE
1609,4161,EDEN GLEN EXT 14,,EDENVALE
1609,4162,EDEN GLEN UIT 14,,EDENVALE
1609,4163,EDEN GLEN EXT 15,,EDENVALE
1609,4164,EDEN GLEN UIT 15,,EDENVALE
1609,4165,EDEN GLEN EXT 18,,EDENVALE
1609,4166,EDEN GLEN UIT 18,,EDENVALE
1609,4167,EDEN GLEN EXT 19,,EDENVALE
1609,4168,EDEN GLEN UIT 19,,EDENVALE
1609,4169,EDEN GLEN EXT 2,,EDENVALE
1609,4170,EDEN GLEN UIT 2,,EDENVALE
1609,4171,EDEN GLEN EXT 20,,EDENVALE
1609,4172,EDEN GLEN UIT 20,,EDENVALE
1609,4173,EDEN GLEN EXT 21,,EDENVALE
1609,4174,EDEN GLEN UIT 21,,EDENVALE
1609,4175,EDEN GLEN EXT 24,,EDENVALE
1609,4176,EDEN GLEN UIT 24,,EDENVALE
1609,4177,EDEN GLEN EXT 29,,EDENVALE
1609,4178,EDEN GLEN UIT 29,,EDENVALE
1609,4179,EDEN GLEN EXT 3,,EDENVALE
1609,4180,EDEN GLEN UIT 3,,EDENVALE
1609,4181,EDEN GLEN EXT 30,,EDENVALE
1609,4182,EDEN GLEN UIT 30,,EDENVALE
1609,4183,EDEN GLEN EXT 35,,EDENVALE
1609,4184,EDEN GLEN UIT 35,,EDENVALE
1609,4185,EDEN GLEN EXT 36,,EDENVALE
1609,4186,EDEN GLEN UIT 36,,EDENVALE
1609,4187,EDEN GLEN EXT 38,,EDENVALE
1609,4188,EDEN GLEN UIT 38,,EDENVALE
1609,4189,EDEN GLEN EXT 4,,EDENVALE
1609,4190,EDEN GLEN UIT 4,,EDENVALE
1609,4191,EDEN GLEN EXT 40,,EDENVALE
1609,4192,EDEN GLEN UIT 40,,EDENVALE
1609,4193,EDEN GLEN EXT 5,,EDENVALE
1609,4194,EDEN GLEN UIT 5,,EDENVALE
1609,4195,EDEN GLEN EXT 51,,EDENVALE
1609,4196,EDEN GLEN UIT 51,,EDENVALE
1609,4197,EDEN GLEN EXT 55,,EDENVALE
1609,4198,EDEN GLEN UIT 55,,EDENVALE
1609,4199,EDEN GLEN EXT 59,,EDENVALE
1609,4200,EDEN GLEN UIT 59,,EDENVALE
1609,4201,EDEN GLEN EXT 6,,EDENVALE
1609,4202,EDEN GLEN UIT 6,,EDENVALE
1609,4203,EDEN GLEN EXT 60,,EDENVALE
1609,4204,EDEN GLEN UIT 60,,EDENVALE
1609,4205,EDEN GLEN EXT 72,,EDENVALE
1609,4206,EDEN GLEN UIT 72,,EDENVALE
1609,4207,EDEN GLEN EXT 8,,EDENVALE
1609,4208,EDEN GLEN UIT 8,,EDENVALE
1609,4222,EDENDALE,,EDENVALE
1609,4224,EDENHILL,,EDENVALE
1609,4226,EDENVALE,1610,GAUTENG
1609,4227,EDENVALE EXT 1,,EDENVALE
1609,4228,EDENVALE UIT 1,,EDENVALE
1609,4506,ELMA PARK,1641,EDENVALE
1609,5903,GLENDOWER,1612,EDENVALE
1609,5904,GLENDOWER EXT 1,,EDENVALE
1609,5905,GLENDOWER UIT 1,,EDENVALE
1609,5906,GLENDOWER EXT 2,,EDENVALE
1609,5907,GLENDOWER UIT 2,,EDENVALE
1609,5908,GLENDOWER EXT 3,,EDENVALE
1609,5909,GLENDOWER UIT 3,,EDENVALE
1609,5910,GLENDOWER EXT 4,,EDENVALE
1609,5911,GLENDOWER UIT 4,,EDENVALE
1609,5912,GLENDOWER EXT 5,,EDENVALE
1609,5913,GLENDOWER UIT 5,,EDENVALE
1609,5914,GLENDOWER EXT 7,1612,EDENVALE
1609,5915,GLENDOWER UIT 7,1612,EDENVALE
1609,5916,GLENDOWER EXT 9,,EDENVALE
1609,5917,GLENDOWER UIT 9,,EDENVALE
1609,6242,GREENSTONE,1616,EDENVALE
1609,6243,GREENSTONE HILL,1609,EDENVALE
1609,6244,GREENSTONE HILL EXT 27,1610,EDENVALE
1609,6245,GREENSTONE HILL UIT 27,1610,EDENVALE
1609,6246,GREENSTONE HILL EXT 7,1610,EDENVALE
1609,6247,GREENSTONE HILL UIT 7,1610,EDENVALE
1609,6486,HARMELIA,,EDENVALE
1609,6487,HARMELIA EXT,,EDENVALE
1609,6488,HARMELIA UIT,,EDENVALE
1609,6791,HIGHWAY GARDENS,,EDENVALE
1609,6792,HIGHWAY GARDENS EXT 3,,EDENVALE
1609,6793,HIGHWAY GARDENS UIT 3,,EDENVALE
1609,7068,HURLEYVALE,1611,EDENVALE
1609,7078,HURLYVALE,1611,EDENVALE
1609,7079,HURLYVALE EXT 1,,EDENVALE
1609,7080,HURLYVALE UIT 1,,EDENVALE
1609,7152,ILLIONDALE,,EDENVALE
1609,7328,ISANDOVALE,,EDENVALE
1609,7329,ISANDOVALE EXT 35,,EDENVALE
1609,7330,ISANDOVALE UIT 35,,EDENVALE
1609,8889,LAKESIDE,,MODDERFONTEIN
1609,9491,LONGMEADOW EXT 1,,EDENVALE
1609,9492,LONGMEADOW UIT 1,,EDENVALE
1609,9493,LONGMEADOW EXT 10,,EDENVALE
1609,9494,LONGMEADOW UIT 10,,EDENVALE
1609,9495,LONGMEADOW EXT 11,,EDENVALE
1609,9496,LONGMEADOW UIT 11,,EDENVALE
1609,9497,LONGMEADOW EXT 12,,EDENVALE
1609,9498,LONGMEADOW UIT 12,,EDENVALE
1609,9499,LONGMEADOW EXT 2,,EDENVALE
1609,9500,LONGMEADOW UIT 2,,EDENVALE
1609,9501,LONGMEADOW EXT 3,,EDENVALE
1609,9502,LONGMEADOW UIT 3,,EDENVALE
1609,9503,LONGMEADOW EXT 4,,EDENVALE
1609,9504,LONGMEADOW UIT 4,,EDENVALE
1609,9505,LONGMEADOW EXT 5,,EDENVALE
1609,9506,LONGMEADOW UIT 5,,EDENVALE
1609,9507,LONGMEADOW EXT 6,,EDENVALE
1609,9508,LONGMEADOW UIT 6,,EDENVALE
1609,9509,LONGMEADOW EXT 7,,EDENVALE
1609,9510,LONGMEADOW UIT 7,,EDENVALE
1609,9511,LONGMEADOW EXT 8,,EDENVALE
1609,9512,LONGMEADOW UIT 8,,EDENVALE
1609,9513,LONGMEADOW EXT 9,,EDENVALE
1609,9514,LONGMEADOW UIT 9,,EDENVALE
1617,7891,KEMPTON GATE,1617,KEMPTON PARK
1618,1244,BIRCH ACRES,,KEMPTON PARK
1618,1245,BIRCH ACRES EXT 1,,KEMPTON PARK
1618,1246,BIRCH ACRES UIT 1,,KEMPTON PARK
1618,1247,BIRCH ACRES EXT 10,,KEMPTON PARK
1618,1248,BIRCH ACRES UIT 10,,KEMPTON PARK
1618,1249,BIRCH ACRES EXT 12,,KEMPTON PARK
1618,1250,BIRCH ACRES UIT 12,,KEMPTON PARK
1618,1251,BIRCH ACRES EXT 17,,KEMPTON PARK
1618,1252,BIRCH ACRES UIT 17,,KEMPTON PARK
1618,1253,BIRCH ACRES EXT 2,,KEMPTON PARK
1618,1254,BIRCH ACRES UIT 2,,KEMPTON PARK
1618,1255,BIRCH ACRES EXT 21,,KEMPTON PARK
1618,1256,BIRCH ACRES UIT 21,,KEMPTON PARK
1618,1257,BIRCH ACRES EXT 23,,KEMPTON PARK
1618,1258,BIRCH ACRES UIT 23,,KEMPTON PARK
1618,1259,BIRCH ACRES EXT 24,1621,KEMPTON PARK
1618,1260,BIRCH ACRES UIT 24,1621,KEMPTON PARK
1618,1261,BIRCH ACRES EXT 25,,KEMPTON PARK
1618,1262,BIRCH ACRES UIT 25,,KEMPTON PARK
1618,1263,BIRCH ACRES EXT 26,,KEMPTON PARK
1618,1264,BIRCH ACRES UIT 26,,KEMPTON PARK
1618,1265,BIRCH ACRES EXT 27,,KEMPTON PARK
1618,1266,BIRCH ACRES UIT 27,,KEMPTON PARK
1618,1267,BIRCH ACRES EXT 28,1621,KEMPTON PARK
1618,1268,BIRCH ACRES UIT 28,1621,KEMPTON PARK
1618,1269,BIRCH ACRES EXT 29,,KEMPTON PARK
1618,12703,NORKEM PARK,1631,KEMPTON PARK
1618,12704,NORKEM PARK EXT,,KEMPTON PARK
1618,12705,NORKEM PARK UIT,,KEMPTON PARK
1618,12706,NORKEM PARK EXT 1,,KEMPTON PARK
1618,12707,NORKEM PARK UIT 1,,KEMPTON PARK
1618,12708,NORKEM PARK EXT 2,,KEMPTON PARK
1618,12709,NORKEM PARK UIT 2,,KEMPTON PARK
1618,1270,BIRCH ACRES UIT 29,,KEMPTON PARK
1618,12710,NORKEM PARK EXT 3,,KEMPTON PARK
1618,12711,NORKEM PARK UIT 3,,KEMPTON PARK
1618,12712,NORKEM PARK EXT 4,,KEMPTON PARK
1618,12713,NORKEM PARK UIT 4,,KEMPTON PARK
1618,1271,BIRCH ACRES EXT 3,,KEMPTON PARK
1618,1272,BIRCH ACRES UIT 3,,KEMPTON PARK
1618,1273,BIRCH ACRES EXT 33,1621,KEMPTON PARK
1618,1274,BIRCH ACRES UIT 33,1621,KEMPTON PARK
1618,1275,BIRCH ACRES EXT 34,1621,KEMPTON PARK
1618,1276,BIRCH ACRES UIT 34,1621,KEMPTON PARK
1618,1277,BIRCH ACRES EXT 38,,KEMPTON PARK
1618,1278,BIRCH ACRES UIT 38,,KEMPTON PARK
1618,1279,BIRCH ACRES EXT 4,,KEMPTON PARK
1618,1280,BIRCH ACRES UIT 4,,KEMPTON PARK
1618,1281,BIRCH ACRES EXT 42,,KEMPTON PARK
1618,1282,BIRCH ACRES UIT 42,,KEMPTON PARK
1618,1283,BIRCH ACRES EXT 44,,BIRCHLEIGH
1618,1284,BIRCH ACRES UIT 44,,BIRCHLEIGH
1618,1285,BIRCH ACRES EXT 5,,KEMPTON PARK
1618,1286,BIRCH ACRES UIT 5,,KEMPTON PARK
1618,1287,BIRCH ACRES EXT 6,,KEMPTON PARK
1618,1288,BIRCH ACRES UIT 6,,KEMPTON PARK
1618,1289,BIRCHLEIGH,1621,KEMPTON PARK
1618,1290,BIRCHLEIGH EXT 1,,KEMPTON PARK
1618,1291,BIRCHLEIGH UIT 1,,KEMPTON PARK
1618,1292,BIRCHLEIGH EXT 10,,KEMPTON PARK
1618,1293,BIRCHLEIGH UIT 10,,KEMPTON PARK
1618,1294,BIRCHLEIGH EXT 13,,KEMPTON PARK
1618,1295,BIRCHLEIGH UIT 13,,KEMPTON PARK
1618,1296,BIRCHLEIGH EXT 2,,KEMPTON PARK
1618,1297,BIRCHLEIGH UIT 2,,KEMPTON PARK
1618,1298,BIRCHLEIGH EXT 3,,KEMPTON PARK
1618,1299,BIRCHLEIGH UIT 3,,KEMPTON PARK
1618,1300,BIRCHLEIGH EXT 4,,KEMPTON PARK
1618,1301,BIRCHLEIGH UIT 4,,KEMPTON PARK
1618,1302,BIRCHLEIGH EXT 5,,KEMPTON PARK
1618,1303,BIRCHLEIGH UIT 5,,KEMPTON PARK
1618,1304,BIRCHLEIGH EXT 6,,KEMPTON PARK
1618,1305,BIRCHLEIGH UIT 6,,KEMPTON PARK
1618,1306,BIRCHLEIGH EXT 7,,KEMPTON PARK
1618,1307,BIRCHLEIGH UIT 7,,KEMPTON PARK
1618,1308,BIRCHLEIGH EXT 8,,KEMPTON PARK
1618,1309,BIRCHLEIGH UIT 8,,KEMPTON PARK
1618,1310,BIRCHLEIGH EXT 9,,KEMPTON PARK
1618,1311,BIRCHLEIGH UIT 9,,KEMPTON PARK
1618,1312,BIRCHLEIGH NORTH,,KEMPTON PARK
1618,1313,BIRCHLEIGH-NOORD,,KEMPTON PARK
1618,1314,BIRCHLEIGH NORTH EXT 1,,KEMPTON PARK
1618,1315,BIRCHLEIGH-NOORD UIT 1,,KEMPTON PARK
1618,1316,BIRCHLEIGH NORTH EXT 2,,KEMPTON PARK
1618,1317,BIRCHLEIGH-NOORD UIT 2,,KEMPTON PARK
1618,1318,BIRCHLEIGH NORTH EXT 3,,KEMPTON PARK
1618,1319,BIRCHLEIGH-NOORD UIT 3,,KEMPTON PARK
1619,12501,NIMRODPARK,,KEMPTON PARK
1619,14054,POMONA,,KEMPTON PARK
1619,14055,POMONA EXT 1,,KEMPTON PARK
1619,14056,POMONA UIT 1,,KEMPTON PARK
1619,14057,POMONA EXT 2,,KEMPTON PARK
1619,14058,POMONA UIT 2,,KEMPTON PARK
1619,14059,POMONA EXT 28,,KEMPTON PARK
1619,14060,POMONA UIT 28,,KEMPTON PARK
1619,14061,POMONA EXT 3,,KEMPTON PARK
1619,14062,POMONA UIT 3,,KEMPTON PARK
1619,14063,POMONA EXT 53,,KEMPTON PARK
1619,14064,POMONA UIT 53,,KEMPTON PARK
1619,14065,POMONA EXT 70,,KEMPTON PARK
1619,14066,POMONA UIT 70,,KEMPTON PARK
1619,14863,RESTONVALE,,KEMPTON PARK
1619,14927,RHODESFIELD,,KEMPTON PARK
1619,14928,RHODESFIELD EXT 1,,KEMPTON PARK
1619,14929,RHODESFIELD UIT 1,,KEMPTON PARK
1619,1588,BONAERO PARK,1622,KEMPTON PARK
1619,1589,BONAERO PARK EXT 1,,KEMPTON PARK
1619,1590,BONAERO PARK UIT 1,,KEMPTON PARK
1619,1591,BONAERO PARK EXT 2,,KEMPTON PARK
1619,1592,BONAERO PARK UIT 2,,KEMPTON PARK
1619,1593,BONAERO PARK EXT 3,,KEMPTON PARK
1619,1594,BONAERO PARK UIT 3,,KEMPTON PARK
1619,16761,SPARTAN,1620,KEMPTON PARK
1619,17541,TERENURE,,KEMPTON PARK
1619,17542,TERENURE EXT 1,,KEMPTON PARK
1619,17543,TERENURE UIT 1,,KEMPTON PARK
1619,17544,TERENURE EXT 13,,KEMPTON PARK
1619,17545,TERENURE UIT 13,,KEMPTON PARK
1619,17546,TERENURE EXT 14,,KEMPTON PARK
1619,17547,TERENURE UIT 14,,KEMPTON PARK
1619,17548,TERENURE EXT 15,,KEMPTON PARK
1619,17549,TERENURE UIT 15,,KEMPTON PARK
1619,17550,TERENURE EXT 16,,KEMPTON PARK
1619,17551,TERENURE UIT 16,,KEMPTON PARK
1619,17552,TERENURE EXT 19,,KEMPTON PARK
1619,17553,TERENURE UIT 19,,KEMPTON PARK
1619,17554,TERENURE EXT 20,,KEMPTON PARK
1619,17555,TERENURE UIT 20,,KEMPTON PARK
1619,17556,TERENURE EXT 21,,KEMPTON PARK
1619,17557,TERENURE UIT 21,,KEMPTON PARK
1619,17558,TERENURE EXT 25,,KEMPTON PARK
1619,17559,TERENURE UIT 25,,KEMPTON PARK
1619,17560,TERENURE EXT 29,,KEMPTON PARK
1619,17561,TERENURE UIT 29,,KEMPTON PARK
1619,17562,TERENURE EXT 3,,KEMPTON PARK
1619,17563,TERENURE UIT 3,,KEMPTON PARK
1619,17564,TERENURE EXT 32,,KEMPTON PARK
1619,17565,TERENURE UIT 32,,KEMPTON PARK
1619,17566,TERENURE EXT 59,1620,KEMPTON PARK
1619,17567,TERENURE UIT 59,1620,KEMPTON PARK
1619,17568,TERENURE EXT 6,,KEMPTON PARK
1619,17569,TERENURE UIT 6,,KEMPTON PARK
1619,17570,TERENURE EXT 7,,KEMPTON PARK
1619,17571,TERENURE UIT 7,,KEMPTON PARK
1619,17574,TERENURE EXT 8,,KEMPTON PARK
1619,17575,TERENURE UIT 8,,KEMPTON PARK
1619,176,ALLEN GROVE,,KEMPTON PARK
1619,177,ALLEN GROVE EXT 1,,KEMPTON PARK
1619,178,ALLEN GROVE UIT 1,,KEMPTON PARK
1619,179,ALLEN GROVE EXT 2,,KEMPTON PARK
1619,180,ALLEN GROVE UIT 2,,KEMPTON PARK
1619,181,ALLEN GROVE EXT 4,,KEMPTON PARK
1619,182,ALLEN GROVE UIT 4,,KEMPTON PARK
1619,18594,VAN RIEBEECKPARK,1629,KEMPTON PARK
1619,18597,VAN RIEBEECKPARK EXT 1,,KEMPTON PARK
1619,18598,VAN RIEBEECKPARK UIT 1,,KEMPTON PARK
1619,18599,VAN RIEBEECKPARK EXT 10,,KEMPTON PARK
1619,18600,VAN RIEBEECKPARK UIT 10,,KEMPTON PARK
1619,18601,VAN RIEBEECKPARK EXT 15,,KEMPTON PARK
1619,18602,VAN RIEBEECKPARK UIT 15,,KEMPTON PARK
1619,18603,VAN RIEBEECKPARK EXT 16,,KEMPTON PARK
1619,18604,VAN RIEBEECKPARK UIT 16,,KEMPTON PARK
1619,18605,VAN RIEBEECKPARK EXT 19,,KEMPTON PARK
1619,18606,VAN RIEBEECKPARK UIT 19,,KEMPTON PARK
1619,18607,VAN RIEBEECKPARK EXT 2,,KEMPTON PARK
1619,18608,VAN RIEBEECKPARK UIT 2,,KEMPTON PARK
1619,18609,VAN RIEBEECKPARK EXT 20,,KEMPTON PARK
1619,18610,VAN RIEBEECKPARK UIT 20,,KEMPTON PARK
1619,18611,VAN RIEBEECKPARK EXT 24,1619,KEMPTON PARK
1619,18612,VAN RIEBEECKPARK UIT 24,1619,KEMPTON PARK
1619,18613,VAN RIEBEECKPARK EXT 3,,KEMPTON PARK
1619,18614,VAN RIEBEECKPARK UIT 3,,KEMPTON PARK
1619,18615,VAN RIEBEECKPARK EXT 31,1619,KEMPTON PARK
1619,18616,VAN RIEBEECKPARK UIT 31,1619,KEMPTON PARK
1619,18617,VAN RIEBEECKPARK EXT 4,,KEMPTON PARK
1619,18618,VAN RIEBEECKPARK UIT 4,,KEMPTON PARK
1619,18619,VAN RIEBEECKPARK EXT 7,,KEMPTON PARK
1619,18620,VAN RIEBEECKPARK UIT 7,,KEMPTON PARK
1619,1940,BREDELL,1623,KEMPTON PARK
1619,1941,BREDELL AH EXT 1,1623,KEMPTON PARK
1619,1942,BREDELL AH UIT 1,1623,KEMPTON PARK
1619,1943,BREDELL EXT 11,1623,KEMPTON PARK
1619,1944,BREDELL UIT 11,1623,KEMPTON PARK
1619,2612,CHLOORKOP,1624,KEMPTON PARK
1619,2613,CHLOORKOP EXT 52,1624,KEMPTON PARK
1619,2614,CHLOORKOP UIT 52,1624,KEMPTON PARK
1619,2615,CHLOORKOP EXT 62,1624,KEMPTON PARK
1619,2616,CHLOORKOP UIT 62,1624,KEMPTON PARK
1619,3026,CRESSLAWNS,,KEMPTON PARK
1619,3061,CROYDON,,KEMPTON PARK
1619,3063,CROYDON EXT 1,,KEMPTON PARK
1619,3064,CROYDON UIT 1,,KEMPTON PARK
1619,4233,EDLEEN,1625,KEMPTON PARK
1619,4234,EDLEEN EXT 1,,KEMPTON PARK
1619,4235,EDLEEN UIT 1,,KEMPTON PARK
1619,4236,EDLEEN EXT 13,,KEMPTON PARK
1619,4237,EDLEEN UIT 13,,KEMPTON PARK
1619,4238,EDLEEN EXT 3,,KEMPTON PARK
1619,4239,EDLEEN UIT 3,,KEMPTON PARK
1619,4240,EDLEEN EXT 5,,KEMPTON PARK
1619,4241,EDLEEN UIT 5,,KEMPTON PARK
1619,465,ASTON MANOR,1630,KEMPTON PARK
1619,4910,ESTERPARK,,KEMPTON PARK
1619,4911,ESTERPARK EXT 1,,KEMPTON PARK
1619,4912,ESTERPARK UIT 1,,KEMPTON PARK
1619,4913,ESTERPARK EXT 9,,KEMPTON PARK
1619,4914,ESTERPARK UIT 9,,KEMPTON PARK
1619,5852,GLEN EAGLE EST,1620,KEMPTON PARK
1619,5853,GLEN EAGLE LGD,1620,KEMPTON PARK
1619,5855,GLEN ERASMIA,1638,KEMPTON PARK
1619,5856,GLEN ERASMIA EXT 2,,KEMPTON PARK
1619,5857,GLEN ERASMIA UIT 2,,KEMPTON PARK
1619,5858,GLEN ERASMIA EXT 6,1638,KEMPTON PARK
1619,5859,GLEN ERASMIA UIT 6,1638,KEMPTON PARK
1619,5860,GLEN ERASMIA EXT 7,1638,KEMPTON PARK
1619,5861,GLEN ERASMIA UIT 7,1638,KEMPTON PARK
1619,5877,GLEN MARAIS EXT 70,1620,KEMPTON PARK
1619,5878,GLENMARAIS UIT 70,1620,KEMPTON PARK
1619,5931,GLENMARAIS,,KEMPTON PARK
1619,5932,GLENMARAIS EXT,,KEMPTON PARK
1619,5933,GLENMARAIS UIT,,KEMPTON PARK
1619,5934,GLENMARAIS EXT 1,,KEMPTON PARK
1619,5935,GLENMARAIS UIT 1,,KEMPTON PARK
1619,5936,GLENMARAIS EXT 10,,KEMPTON PARK
1619,5937,GLENMARAIS UIT 10,,KEMPTON PARK
1619,5938,GLENMARAIS EXT 11,,KEMPTON PARK
1619,5939,GLENMARAIS UIT 11,,KEMPTON PARK
1619,5940,GLENMARAIS EXT 14,,KEMPTON PARK
1619,5941,GLENMARAIS UIT 14,,KEMPTON PARK
1619,5942,GLENMARAIS EXT 15,,KEMPTON PARK
1619,5943,GLENMARAIS UIT 15,,KEMPTON PARK
1619,5944,GLENMARAIS EXT 16,,KEMPTON PARK
1619,5945,GLENMARAIS UIT 16,,KEMPTON PARK
1619,5946,GLENMARAIS EXT 17,,KEMPTON PARK
1619,5947,GLENMARAIS UIT 17,,KEMPTON PARK
1619,5948,GLENMARAIS EXT 18,,KEMPTON PARK
